476.5299777,4
477.9382744,16
484.8381464,58
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
478.876085,128
469.6651925,122
468.071091,120
493.5800197,114
494.6542422,106
482.9798648,98
483.3028243,90
479.7220379,80
462.6943268,72
479.8159046,64
501.8293617,56
478.4077066,48
440.353478,40
478.6424227,32
532.7452805,24
477.9382744,16
372.5129827,10
287.1976994,8
